1743195775.267036 78 -87 0 0 0
1743195775.2671208 79 -57 0 0 0
1743195775.267188 80 -23 0 0 0
1743195775.267252 81 -17 0 0 0
1743195775.267314 82 -22 0 0 0
1743195775.2673762 83 -21 0 0 0
1743195775.267448 84 -11 0 0 0
1743195775.2675169 85 -22 0 0 0
1743195775.267584 86 -35 0 0 0
1743195775.267645 87 -23 0 0 0
1743195775.296016 88 -4 0 0 0
1743195775.296064 89 -6 0 0 0
1743195775.296093 90 -34 0 0 0
1743195775.2961211 91 -66 0 0 0
1743195775.29615 92 -65 0 0 0
1743195775.296177 93 -38 0 0 0
1743195775.296205 94 -7 0 0 0
1743195775.296235 95 -40 0 0 0
1743195775.2962618 96 -134 0 0 0
1743195775.2962902 97 -169 0 0 0
1743195775.299615 98 -104 0 0 0
1743195775.299656 99 -6 0 0 0
1743195775.2996879 0 22 0 0 0
1743195775.299721 1 -37 0 0 0
1743195775.299753 2 -99 0 0 0
1743195775.299785 3 -84 0 0 0
1743195775.299828 4 -26 0 0 0
1743195775.299862 5 -3 0 0 0
1743195775.299894 6 -28 0 0 0
1743195775.299925 7 -40 0 0 0
1743195775.333966 8 -23 0 0 0
1743195775.334033 9 7 0 0 0
1743195775.334093 10 16 0 0 0
1743195775.334177 11 -11 0 0 0
1743195775.3342369 12 -45 0 0 0
1743195775.334306 13 -55 0 0 0
1743195775.334365 14 -53 0 0 0
1743195775.3344371 15 -39 0 0 0
1743195775.334497 16 -43 0 0 0
1743195775.334555 17 -83 0 0 0
1743195775.338175 18 -103 0 0 0
1743195775.3382452 19 -103 0 0 0
1743195775.3383071 20 -117 0 0 0
1743195775.338367 21 -122 0 0 0
1743195775.338426 22 -87 0 0 0
1743195775.338485 23 -55 0 0 0
1743195775.3385432 24 -52 0 0 0
1743195775.338602 25 -46 0 0 0
1743195775.33866 26 -51 0 0 0
1743195775.338719 27 -66 0 0 0
1743195775.387064 28 -76 0 0 0
1743195775.387089 29 -57 0 0 0
1743195775.387105 30 -51 0 0 0
1743195775.387121 31 -84 0 0 0
1743195775.387137 32 -88 0 0 0
1743195775.387152 33 -40 0 0 0
1743195775.387167 34 -22 0 0 0
1743195775.3871832 35 -21 0 0 0
1743195775.387199 36 -17 0 0 0
1743195775.3872151 37 1 0 0 0
1743195775.388536 38 27 0 0 0
1743195775.388556 39 26 0 0 0
1743195775.388573 40 9 0 0 0
1743195775.3885891 41 13 0 0 0
1743195775.3886049 42 13 0 0 0
1743195775.388625 43 5 0 0 0
1743195775.388641 44 -17 0 0 0
1743195775.3886569 45 -57 0 0 0
1743195775.388673 46 -74 0 0 0
1743195775.3886878 47 -46 0 0 0
1743195775.418947 48 -44 0 0 0
1743195775.4189692 49 -67 0 0 0
1743195775.4189901 50 -57 0 0 0
1743195775.419011 51 -51 0 0 0
1743195775.419032 52 -74 0 0 0
1743195775.4190521 53 -105 0 0 0
1743195775.419073 54 -102 0 0 0
1743195775.4190998 55 -55 0 0 0
1743195775.419124 56 -11 0 0 0
1743195775.4191449 57 -27 0 0 0
1743195775.4232142 58 -42 0 0 0
1743195775.423294 59 -11 0 0 0
1743195775.423316 60 1 0 0 0
1743195775.423337 61 -24 0 0 0
1743195775.423358 62 -53 0 0 0
1743195775.42338 63 -68 0 0 0
1743195775.423402 64 -36 0 0 0
1743195775.423423 65 23 0 0 0
1743195775.423444 66 55 0 0 0
1743195775.423465 67 23 0 0 0
1743195775.452645 68 -28 0 0 0
1743195775.452671 69 -56 0 0 0
1743195775.452696 70 -45 0 0 0
1743195775.452724 71 -27 0 0 0
1743195775.452749 72 -53 0 0 0
1743195775.452775 73 -81 0 0 0
1743195775.4528 74 -69 0 0 0
1743195775.452827 75 -26 0 0 0
1743195775.452853 76 6 0 0 0
1743195775.4528792 77 8 0 0 0
1743195775.456873 78 -8 0 0 0
1743195775.4568992 79 -18 0 0 0
1743195775.456924 80 -6 0 0 0
1743195775.45695 81 22 0 0 0
1743195775.4569752 82 44 0 0 0
1743195775.457001 83 43 0 0 0
1743195775.457026 84 21 0 0 0
1743195775.457052 85 -23 0 0 0
1743195775.457078 86 -43 0 0 0
1743195775.4571068 87 -43 0 0 0
1743195775.4865339 88 -23 0 0 0
1743195775.48661 89 24 0 0 0
1743195775.486672 90 44 0 0 0
1743195775.486731 91 40 0 0 0
1743195775.486791 92 28 0 0 0
1743195775.486849 93 5 0 0 0
1743195775.4869199 94 -12 0 0 0
1743195775.48699 95 -13 0 0 0
1743195775.487058 96 1 0 0 0
1743195775.487117 97 4 0 0 0
1743195775.4959822 98 -13 0 0 0
1743195775.496062 99 -39 0 0 0
1743195775.4961238 0 -58 0 0 0
1743195775.496184 1 -58 0 0 0
1743195775.496244 2 -37 0 0 0
1743195775.496304 3 -17 0 0 0
1743195775.496363 4 -29 0 0 0
1743195775.496421 5 -49 0 0 0
1743195775.49648 6 -29 0 0 0
1743195775.496557 7 4 0 0 0
1743195775.5257568 8 11 0 0 0
1743195775.525842 9 6 0 0 0
1743195775.525902 10 10 0 0 0
1743195775.525961 11 24 0 0 0
1743195775.526021 12 38 0 0 0
1743195775.526079 13 12 0 0 0
1743195775.5261388 14 -20 0 0 0
1743195775.5262132 15 -17 0 0 0
1743195775.526272 16 0 0 0 0
1743195775.5263412 17 -4 0 0 0
1743195775.530428 18 -21 0 0 0
1743195775.530499 19 -29 0 0 0
1743195775.530561 20 -27 0 0 0
1743195775.5306199 21 -35 0 0 0
1743195775.5306802 22 -37 0 0 0
1743195775.530741 23 -24 0 0 0
1743195775.5308 24 -21 0 0 0
1743195775.530859 25 -36 0 0 0
1743195775.530918 26 -45 0 0 0
1743195775.53098 27 -39 0 0 0
1743195775.560651 28 -33 0 0 0
1743195775.560721 29 -8 0 0 0
1743195775.5607831 30 7 0 0 0
1743195775.560842 31 -2 0 0 0
1743195775.5609012 32 -33 0 0 0
1743195775.560961 33 -37 0 0 0
1743195775.561019 34 -28 0 0 0
1743195775.561078 35 -33 0 0 0
1743195775.5611362 36 -39 0 0 0
1743195775.561194 37 -3 0 0 0
1743195775.591837 38 45 0 0 0
1743195775.5919008 39 41 0 0 0
1743195775.591962 40 25 0 0 0
1743195775.5920541 41 24 0 0 0
1743195775.5921159 42 26 0 0 0
1743195775.592175 43 28 0 0 0
1743195775.592234 44 4 0 0 0
1743195775.592293 45 -34 0 0 0
1743195775.592351 46 -34 0 0 0
1743195775.59241 47 -28 0 0 0
1743195775.595351 48 -38 0 0 0
1743195775.595412 49 -39 0 0 0
1743195775.5954719 50 -42 0 0 0
1743195775.595535 51 -49 0 0 0
1743195775.595594 52 -19 0 0 0
1743195775.595653 53 49 0 0 0
1743195775.595711 54 85 0 0 0
1743195775.5957801 55 50 0 0 0
1743195775.595839 56 -7 0 0 0
1743195775.5958972 57 -21 0 0 0
1743195775.6255622 58 22 0 0 0
1743195775.6256268 59 50 0 0 0
1743195775.625686 60 36 0 0 0
1743195775.6257439 61 11 0 0 0
1743195775.625803 62 -6 0 0 0
1743195775.6258628 63 -20 0 0 0
1743195775.625922 64 -41 0 0 0
1743195775.62598 65 -40 0 0 0
1743195775.626039 66 4 0 0 0
1743195775.626098 67 65 0 0 0
1743195775.629431 68 93 0 0 0
1743195775.6294951 69 56 0 0 0
1743195775.629594 70 4 0 0 0
1743195775.629695 71 -12 0 0 0
1743195775.6297688 72 -2 0 0 0
1743195775.62983 73 23 0 0 0
1743195775.629888 74 41 0 0 0
1743195775.629948 75 16 0 0 0
1743195775.630008 76 -28 0 0 0
1743195775.630068 77 -35 0 0 0
1743195775.682949 78 -10 0 0 0
1743195775.683021 79 6 0 0 0
1743195775.6830819 80 -27 0 0 0
1743195775.6831439 81 -77 0 0 0
1743195775.6832042 82 -75 0 0 0
1743195775.683263 83 -39 0 0 0
1743195775.6833222 84 -27 0 0 0
1743195775.683382 85 -45 0 0 0
1743195775.683441 86 -56 0 0 0
1743195775.6835 87 -27 0 0 0
1743195775.685386 88 -21 0 0 0
1743195775.685451 89 -23 0 0 0
1743195775.6855109 90 -18 0 0 0
1743195775.685571 91 -18 0 0 0
1743195775.6856298 92 -26 0 0 0
1743195775.685689 93 -20 0 0 0
1743195775.685747 94 -28 0 0 0
1743195775.685805 95 -42 0 0 0
1743195775.685863 96 -44 0 0 0
1743195775.6859221 97 -50 0 0 0
