1743195359.813864 49 6 0 0 0
1743195359.81392 50 6 0 0 0
1743195359.813955 51 26 0 0 0
1743195359.8139899 52 64 0 0 0
1743195359.814025 53 82 0 0 0
1743195359.8140569 54 43 0 0 0
1743195359.814091 55 25 0 0 0
1743195359.814131 56 34 0 0 0
1743195359.814167 57 27 0 0 0
1743195359.814199 58 29 0 0 0
1743195359.8180292 59 36 0 0 0
1743195359.818064 60 50 0 0 0
1743195359.8180962 61 57 0 0 0
1743195359.8181272 62 58 0 0 0
1743195359.818157 63 58 0 0 0
1743195359.818188 64 52 0 0 0
1743195359.818219 65 39 0 0 0
1743195359.818249 66 52 0 0 0
1743195359.818279 67 74 0 0 0
1743195359.818309 68 102 0 0 0
1743195359.8485272 69 106 0 0 0
1743195359.8485818 70 69 0 0 0
1743195359.848614 71 61 0 0 0
1743195359.848661 72 65 0 0 0
1743195359.848692 73 37 0 0 0
1743195359.848736 74 32 0 0 0
1743195359.848783 75 54 0 0 0
1743195359.848831 76 53 0 0 0
1743195359.848862 77 26 0 0 0
1743195359.848892 78 5 0 0 0
1743195359.8538508 79 5 0 0 0
1743195359.853887 80 38 0 0 0
1743195359.853919 81 88 0 0 0
1743195359.853956 82 115 0 0 0
1743195359.853986 83 107 0 0 0
1743195359.854018 84 113 0 0 0
1743195359.854048 85 108 0 0 0
1743195359.854078 86 82 0 0 0
1743195359.8541088 87 72 0 0 0
1743195359.8541389 88 75 0 0 0
1743195359.8851562 89 42 0 0 0
1743195359.885196 90 18 0 0 0
1743195359.885229 91 19 0 0 0
1743195359.88526 92 23 0 0 0
1743195359.885292 93 21 0 0 0
1743195359.885323 94 28 0 0 0
1743195359.885354 95 37 0 0 0
1743195359.885385 96 16 0 0 0
1743195359.885417 97 2 0 0 0
1743195359.885448 98 8 0 0 0
1743195359.8951612 99 10 0 0 0
1743195359.895224 0 6 0 0 0
1743195359.895285 1 -11 0 0 0
1743195359.895348 2 -4 0 0 0
1743195359.8954082 3 17 0 0 0
1743195359.895466 4 35 0 0 0
1743195359.8955252 5 49 0 0 0
1743195359.895584 6 38 0 0 0
1743195359.895643 7 12 0 0 0
1743195359.8957021 8 11 0 0 0
1743195359.923766 9 27 0 0 0
1743195359.923828 10 66 0 0 0
1743195359.923887 11 81 0 0 0
1743195359.923946 12 42 0 0 0
1743195359.924006 13 1 0 0 0
1743195359.924078 14 19 0 0 0
1743195359.924136 15 66 0 0 0
1743195359.924194 16 73 0 0 0
1743195359.924253 17 51 0 0 0
1743195359.924311 18 36 0 0 0
1743195359.93401 19 49 0 0 0
1743195359.934043 20 77 0 0 0
1743195359.9340742 21 83 0 0 0
1743195359.934106 22 53 0 0 0
1743195359.9341362 23 19 0 0 0
1743195359.9341671 24 28 0 0 0
1743195359.934211 25 41 0 0 0
1743195359.934248 26 21 0 0 0
1743195359.934279 27 16 0 0 0
1743195359.93431 28 27 0 0 0
1743195359.969592 29 28 0 0 0
1743195359.9696581 30 18 0 0 0
1743195359.969718 31 16 0 0 0
1743195359.9697769 32 26 0 0 0
1743195359.969836 33 28 0 0 0
1743195359.969895 34 40 0 0 0
1743195359.969954 35 61 0 0 0
1743195359.970012 36 69 0 0 0
1743195359.970071 37 74 0 0 0
1743195359.970129 38 72 0 0 0
1743195359.9739368 39 37 0 0 0
1743195359.974001 40 19 0 0 0
1743195359.97406 41 7 0 0 0
1743195359.974124 42 -3 0 0 0
1743195359.974184 43 -5 0 0 0
1743195359.9742432 44 -13 0 0 0
1743195359.974303 45 -42 0 0 0
1743195359.9743629 46 -56 0 0 0
1743195359.9744241 47 -29 0 0 0
1743195359.974483 48 -2 0 0 0
1743195360.006218 49 5 0 0 0
1743195360.0062542 50 18 0 0 0
1743195360.006279 51 33 0 0 0
1743195360.006303 52 44 0 0 0
1743195360.006326 53 54 0 0 0
1743195360.00635 54 52 0 0 0
1743195360.0063732 55 50 0 0 0
1743195360.006397 56 40 0 0 0
1743195360.00642 57 34 0 0 0
